exp,fold,seed,n_train,n_test,rmse,pearson,spearman,acc3,f1_macro3,params,train_minutes,git_sha,mae,per_complex_spearman,n_complexes_counted,dataset,note
E0c_rf_pooled_esm_mpnn__pca128,3,0,752,188,1.3608556602112074,0.20686734095684156,0.268447723440513,0.5159574468085106,0.4249259512417407,131808,0.044,94b0afe,0.9830246888023513,0.27024516400209764,11,skempi_abag,pooled_esm_mpnn/rf/frozen5/pca128
E0c_rf_pooled_esm_mpnn__pca128,4,0,752,188,1.6537085894463406,0.2935778825979263,0.4087571862486953,0.4148936170212766,0.2789762027050163,131808,0.044,94b0afe,1.1216410118620064,0.2005959409780542,11,skempi_abag,pooled_esm_mpnn/rf/frozen5/pca128
E0c_rf_pooled_esm_mpnn__pca128,0,1,752,188,2.4379349270623045,0.6088754690245903,0.5850984528365019,0.35106382978723405,0.19838056680161942,131784,0.044,94b0afe,1.7429485130878644,0.4631588378232417,9,skempi_abag,pooled_esm_mpnn/rf/frozen5/pca128
E0c_rf_pooled_esm_mpnn__pca128,1,1,752,188,1.6538453500552628,-0.10396661932827476,-0.21067023203164095,0.48404255319148937,0.3120525988173047,131784,0.044,94b0afe,1.3969434143486628,0.21050682735130427,11,skempi_abag,pooled_esm_mpnn/rf/frozen5/pca128
E0c_rf_pooled_esm_mpnn__pca128,2,1,752,188,1.3180090264862154,0.38942338762820816,0.4039733426744703,0.5372340425531915,0.4163130598774163,131784,0.044,94b0afe,0.9856579080666491,0.40629765266745516,11,skempi_abag,pooled_esm_mpnn/rf/frozen5/pca128
E0c_rf_pooled_esm_mpnn__pca128,3,1,752,188,1.3665741724509155,0.18505656794915254,0.24991173081458684,0.4946808510638298,0.39634243411935355,131784,0.044,94b0afe,0.9818879495967022,0.25378828228362543,11,skempi_abag,pooled_esm_mpnn/rf/frozen5/pca128
E0c_rf_pooled_esm_mpnn__pca128,4,1,752,188,1.654132078436137,0.2892926168419193,0.3925229172038472,0.39893617021276595,0.2661984147132662,131784,0.044,94b0afe,1.1188179566361818,0.17178859277966016,11,skempi_abag,pooled_esm_mpnn/rf/frozen5/pca128
E0c_rf_pooled_esm_mpnn__pca128,0,2,752,188,2.4467936711956315,0.5989039690787092,0.572225154500634,0.3617021276595745,0.21390013495276652,131730,0.044,94b0afe,1.745638314208618,0.4198590681834363,9,skempi_abag,pooled_esm_mpnn/rf/frozen5/pca128
E0c_rf_pooled_esm_mpnn__pca128,1,2,752,188,1.6435709427401328,-0.07821117512925324,-0.1925859503793385,0.48404255319148937,0.3121841238929846,131730,0.044,94b0afe,1.3837041173229678,0.2515110379523399,11,skempi_abag,pooled_esm_mpnn/rf/frozen5/pca128
E0c_rf_pooled_esm_mpnn__pca128,2,2,752,188,1.3243973769372464,0.3779404980701955,0.3913074104681717,0.5531914893617021,0.40872210953346855,131730,0.044,94b0afe,0.9992365407413154,0.4277368596509609,11,skempi_abag,pooled_esm_mpnn/rf/frozen5/pca128
E0c_rf_pooled_esm_mpnn__pca128,3,2,752,188,1.3713426875167445,0.18383873928212807,0.23606059978166152,0.4946808510638298,0.4090612856179822,131730,0.044,94b0afe,0.994788742596142,0.20863948026555618,11,skempi_abag,pooled_esm_mpnn/rf/frozen5/pca128
E0c_rf_pooled_esm_mpnn__pca128,4,2,752,188,1.671089957322402,0.24321986859834427,0.3440846912702228,0.4148936170212766,0.27526622463331324,131730,0.044,94b0afe,1.1406131773137353,0.22144345977715638,11,skempi_abag,pooled_esm_mpnn/rf/frozen5/pca128
E0a_rf_handcrafted__cluster,0,0,672,268,2.159821611805998,0.5523797813970143,0.5766563640258772,0.43656716417910446,0.39057370929231,125152,0.023,02b5827,1.5454503036412588,0.3142734913009923,14,skempi_abag,handcrafted/rf/cluster
E0a_rf_handcrafted__cluster,1,0,718,222,1.605706185407761,-0.02809496737871167,-0.04404241795179081,0.35585585585585583,0.2567090395480226,125152,0.023,02b5827,1.2263278646353573,0.005081699089860647,6,skempi_abag,handcrafted/rf/cluster
E0a_rf_handcrafted__cluster,2,0,713,227,1.2783777163730055,0.4966116973232986,0.5168600823365126,0.4801762114537445,0.4426431276197312,125152,0.023,02b5827,0.9223541576070883,0.29514968502168715,10,skempi_abag,handcrafted/rf/cluster
E0a_rf_handcrafted__cluster,3,0,717,223,1.451813864486257,0.36449407958891095,0.35056247499647747,0.5067264573991032,0.4426536468371236,125152,0.023,02b5827,0.9846807905499555,0.31947167175131846,23,skempi_abag,handcrafted/rf/cluster
E0e_mean,0,0,752,188,2.675760370949487,,,0.3723404255319149,0.1808785529715762,0,0.0,e24ef2e,1.9139607445277858,,9,skempi_abag,handcrafted/mean/frozen5
E0e_mean,1,0,752,188,1.5800601808200583,,,0.526595744680851,0.22996515679442509,0,0.0,e24ef2e,1.3019393408757498,,11,skempi_abag,handcrafted/mean/frozen5
E0e_mean,2,0,752,188,1.424308882974196,,,0.4734042553191489,0.21419975932611313,0,0.0,e24ef2e,1.1155499127426407,,11,skempi_abag,handcrafted/mean/frozen5
E0e_mean,3,0,752,188,1.4114941407177035,,,0.324468085106383,0.16331994645247658,0,0.0,e24ef2e,1.1305241918929514,,11,skempi_abag,handcrafted/mean/frozen5
E0e_mean,4,0,752,188,1.74956124623845,,,0.3670212765957447,0.17898832684824903,0,0.0,e24ef2e,1.2767845041352266,,11,skempi_abag,handcrafted/mean/frozen5
E0e_mean,0,1,752,188,2.675760370949487,,,0.3723404255319149,0.1808785529715762,0,0.0,e24ef2e,1.9139607445277858,,9,skempi_abag,handcrafted/mean/frozen5
E0e_mean,1,1,752,188,1.5800601808200583,,,0.526595744680851,0.22996515679442509,0,0.0,e24ef2e,1.3019393408757498,,11,skempi_abag,handcrafted/mean/frozen5
E0e_mean,2,1,752,188,1.424308882974196,,,0.4734042553191489,0.21419975932611313,0,0.0,e24ef2e,1.1155499127426407,,11,skempi_abag,handcrafted/mean/frozen5
E0e_mean,3,1,752,188,1.4114941407177035,,,0.324468085106383,0.16331994645247658,0,0.0,e24ef2e,1.1305241918929514,,11,skempi_abag,handcrafted/mean/frozen5
E0e_mean,4,1,752,188,1.74956124623845,,,0.3670212765957447,0.17898832684824903,0,0.0,e24ef2e,1.2767845041352266,,11,skempi_abag,handcrafted/mean/frozen5
E0e_mean,0,2,752,188,2.675760370949487,,,0.3723404255319149,0.1808785529715762,0,0.0,e24ef2e,1.9139607445277858,,9,skempi_abag,handcrafted/mean/frozen5
E0e_mean,1,2,752,188,1.5800601808200583,,,0.526595744680851,0.22996515679442509,0,0.0,e24ef2e,1.3019393408757498,,11,skempi_abag,handcrafted/mean/frozen5
E0e_mean,2,2,752,188,1.424308882974196,,,0.4734042553191489,0.21419975932611313,0,0.0,e24ef2e,1.1155499127426407,,11,skempi_abag,handcrafted/mean/frozen5
E0e_mean,3,2,752,188,1.4114941407177035,,,0.324468085106383,0.16331994645247658,0,0.0,e24ef2e,1.1305241918929514,,11,skempi_abag,handcrafted/mean/frozen5
E0e_mean,4,2,752,188,1.74956124623845,,,0.3670212765957447,0.17898832684824903,0,0.0,e24ef2e,1.2767845041352266,,11,skempi_abag,handcrafted/mean/frozen5
E0a_rf_handcrafted,0,0,752,188,1.956006165916026,0.7232012007728573,0.7500800291945066,0.4946808510638298,0.47750538776391355,131516,0.03,e24ef2e,1.4112740044630065,0.49667596917795853,9,skempi_abag,handcrafted/rf/frozen5
E0a_rf_handcrafted,1,0,752,188,1.7161002968684602,0.04847393576246435,-0.008119233812835887,0.2978723404255319,0.23675015631321492,131516,0.03,e24ef2e,1.362547171554013,0.2440791982275018,11,skempi_abag,handcrafted/rf/frozen5
E0a_rf_handcrafted,2,0,752,188,1.1063918131657509,0.683472867271457,0.6104869153485212,0.5,0.4865277767972494,131516,0.03,e24ef2e,0.8313627039055931,0.7036313695687766,11,skempi_abag,handcrafted/rf/frozen5
E0a_rf_handcrafted,3,0,752,188,1.2651158004059666,0.4561686768510413,0.5197311846230949,0.601063829787234,0.5584876543209877,131516,0.03,e24ef2e,0.884485426221992,0.26834104557171806,11,skempi_abag,handcrafted/rf/frozen5
E0a_rf_handcrafted,4,0,752,188,1.4607666907790908,0.5359772313347101,0.5325188807609692,0.4308510638297872,0.406176732152963,131516,0.03,e24ef2e,0.9853627301773336,0.49233642461322646,11,skempi_abag,handcrafted/rf/frozen5
E0a_rf_handcrafted,0,1,752,188,1.9561838129174551,0.7194853636510801,0.7466522064894732,0.5106382978723404,0.4913381123058542,131308,0.027,e24ef2e,1.4153668965200203,0.49120986415825213,9,skempi_abag,handcrafted/rf/frozen5
E0a_rf_handcrafted,1,1,752,188,1.6921556025959568,0.06383794508142177,0.032868854667956915,0.32978723404255317,0.26850088183421517,131308,0.027,e24ef2e,1.347323428463762,0.2460864088894193,11,skempi_abag,handcrafted/rf/frozen5
E0a_rf_handcrafted,2,1,752,188,1.1103437098356157,0.6782863272953481,0.6017284042641855,0.48936170212765956,0.4731298256378791,131308,0.027,e24ef2e,0.8349398003109396,0.6839072219316669,11,skempi_abag,handcrafted/rf/frozen5
E0a_rf_handcrafted,3,1,752,188,1.2694972382379144,0.4506445904131247,0.5094255742051389,0.6117021276595744,0.5685432326021372,131308,0.027,e24ef2e,0.8857791986819745,0.21760871371161356,11,skempi_abag,handcrafted/rf/frozen5
E0a_rf_handcrafted,4,1,752,188,1.4694390261916768,0.5298940435516771,0.5329983777496673,0.43617021276595747,0.4191728791812506,131308,0.027,e24ef2e,0.9976801786782773,0.4223217089986056,11,skempi_abag,handcrafted/rf/frozen5
E0a_rf_handcrafted,0,2,752,188,1.9631803177155893,0.717395399650743,0.7495111334347142,0.4787234042553192,0.4555441403963365,131064,0.028,e24ef2e,1.4214907944335005,0.4903301288319955,9,skempi_abag,handcrafted/rf/frozen5
E0a_rf_handcrafted,1,2,752,188,1.7013054608137532,0.06542246668551863,0.022557039418399247,0.2978723404255319,0.2357513844960677,131064,0.028,e24ef2e,1.358522172486049,0.1787876066198104,11,skempi_abag,handcrafted/rf/frozen5
E0a_rf_handcrafted,2,2,752,188,1.1133358579639514,0.6753217695856271,0.596443858757893,0.5053191489361702,0.48584386820204745,131064,0.028,e24ef2e,0.8360367792802683,0.636636560837731,11,skempi_abag,handcrafted/rf/frozen5
E0a_rf_handcrafted,3,2,752,188,1.2722818850542073,0.45064425472863345,0.5117015434445874,0.5957446808510638,0.5564698815236193,131064,0.028,e24ef2e,0.8902799921945956,0.23165050993395672,11,skempi_abag,handcrafted/rf/frozen5
E0a_rf_handcrafted,4,2,752,188,1.4578739877976992,0.5400247423676927,0.5357597747203618,0.4308510638297872,0.40869492166169613,131064,0.028,e24ef2e,0.9827925710000008,0.47164232766770414,11,skempi_abag,handcrafted/rf/frozen5
E0b_rf_pooled_esm,0,0,752,188,2.4685605814275338,0.46758741907481544,0.45818394108385213,0.3617021276595745,0.2363563751280582,132176,0.109,e24ef2e,1.72102109570936,0.4864374637393955,9,skempi_abag,pooled_esm/rf/frozen5
E0b_rf_pooled_esm,1,0,752,188,1.6448466853533645,-0.1479679541081047,-0.27825465843431596,0.5319148936170213,0.2871827697868815,132176,0.109,e24ef2e,1.3971638399627264,0.20760520739074512,11,skempi_abag,pooled_esm/rf/frozen5
E0b_rf_pooled_esm,2,0,752,188,1.3163604978545123,0.390452068853101,0.2998338421828994,0.4787234042553192,0.33797548982139675,132176,0.109,e24ef2e,1.0129951036763791,0.40981638291173145,11,skempi_abag,pooled_esm/rf/frozen5
E0b_rf_pooled_esm,3,0,752,188,1.3180393014635838,0.31064673803301107,0.35532699420976926,0.35106382978723405,0.2843259293836958,132176,0.109,e24ef2e,1.053891874960547,0.21758640744956262,11,skempi_abag,pooled_esm/rf/frozen5
E0b_rf_pooled_esm,4,0,752,188,1.6702938218737229,0.24632441680982256,0.13866612004346565,0.3670212765957447,0.2000963855421687,132176,0.109,e24ef2e,1.1779217604192107,0.12354468833052093,11,skempi_abag,pooled_esm/rf/frozen5
E0b_rf_pooled_esm,0,1,752,188,2.47928435725181,0.45162031553958604,0.4152546926211149,0.3670212765957447,0.23877054367101117,131712,0.11,e24ef2e,1.7304803770403416,0.5035283696589065,9,skempi_abag,pooled_esm/rf/frozen5
E0b_rf_pooled_esm,1,1,752,188,1.6566327355919963,-0.18229209353559875,-0.34724873048061633,0.5159574468085106,0.283785662553995,131712,0.11,e24ef2e,1.4120047433493348,0.24136904584587093,11,skempi_abag,pooled_esm/rf/frozen5
E0b_rf_pooled_esm,2,1,752,188,1.3200853022304433,0.3878422031032798,0.2809153137555532,0.48404255319148937,0.34504293520686957,131712,0.11,e24ef2e,1.0189712455608133,0.2521952635226923,11,skempi_abag,pooled_esm/rf/frozen5
E0b_rf_pooled_esm,3,1,752,188,1.3242792491231805,0.29551637396719516,0.31412354155424577,0.3351063829787234,0.2722270156264979,131712,0.11,e24ef2e,1.051532110997504,0.17409883665786915,11,skempi_abag,pooled_esm/rf/frozen5
E0b_rf_pooled_esm,4,1,752,188,1.6735144826867643,0.2323940867624644,0.12250485596634933,0.3670212765957447,0.20608993748739665,131712,0.11,e24ef2e,1.1723931498689395,0.156866304808732,11,skempi_abag,pooled_esm/rf/frozen5
E0b_rf_pooled_esm,0,2,752,188,2.4751536784142774,0.46380696734437316,0.44578918163076997,0.3670212765957447,0.23932325008059033,131918,0.108,e24ef2e,1.7256637802509116,0.4573305938665818,9,skempi_abag,pooled_esm/rf/frozen5
E0b_rf_pooled_esm,1,2,752,188,1.6334479721129724,-0.113106840777799,-0.23812626415770727,0.5159574468085106,0.2802323268488682,131918,0.108,e24ef2e,1.3919082041973807,0.15798898819677695,11,skempi_abag,pooled_esm/rf/frozen5
E0b_rf_pooled_esm,2,2,752,188,1.3071178433913138,0.4136734018944262,0.30632574198548607,0.48404255319148937,0.331871745683749,131918,0.108,e24ef2e,1.0055971395543446,0.39505547531807095,11,skempi_abag,pooled_esm/rf/frozen5
E0b_rf_pooled_esm,3,2,752,188,1.3115363741312445,0.31004137933274173,0.3351109257606824,0.35106382978723405,0.28971780899020133,131918,0.108,e24ef2e,1.0446833879721389,0.16798571514910832,11,skempi_abag,pooled_esm/rf/frozen5
E0b_rf_pooled_esm,4,2,752,188,1.6622211533207243,0.2540582065285069,0.14591552653679354,0.3670212765957447,0.20756813299710472,131918,0.108,e24ef2e,1.1659374061012642,0.14125628393263026,11,skempi_abag,pooled_esm/rf/frozen5
E0c_rf_pooled_esm_mpnn,0,0,752,188,2.443613071135022,0.514145652769336,0.5038538172741871,0.3351063829787234,0.20029806259314456,131982,0.111,e24ef2e,1.7054289403275624,0.4892905195822793,9,skempi_abag,pooled_esm_mpnn/rf/frozen5
E0c_rf_pooled_esm_mpnn,1,0,752,188,1.6489379158640518,-0.13852242716693455,-0.2781526148995756,0.4734042553191489,0.27609977324263035,131982,0.111,e24ef2e,1.4020684214909538,0.27681984851307445,11,skempi_abag,pooled_esm_mpnn/rf/frozen5
E0c_rf_pooled_esm_mpnn,2,0,752,188,1.2731513557221252,0.4932450425738245,0.4234580724060621,0.46808510638297873,0.3220836303159896,131982,0.111,e24ef2e,0.9789732178049076,0.41723347891387935,11,skempi_abag,pooled_esm_mpnn/rf/frozen5
E0c_rf_pooled_esm_mpnn,3,0,752,188,1.3057938397197846,0.3098607452540942,0.3902378485588476,0.3723404255319149,0.2998762601448484,131982,0.111,e24ef2e,1.025512687087167,0.39429213371502786,11,skempi_abag,pooled_esm_mpnn/rf/frozen5
E0c_rf_pooled_esm_mpnn,4,0,752,188,1.637649118053782,0.31264325135426874,0.2603063633597837,0.3723404255319149,0.21304535904090963,131982,0.111,e24ef2e,1.146056149459391,0.26477383354358863,11,skempi_abag,pooled_esm_mpnn/rf/frozen5
